src_ip,dst_ip,src_port,dst_port,src_mac,dst_mac,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.50.9,93.184.216.180,41488,443,b8:ca:3a:7b:98:0c,70:f3:5a:42:73:e8,6,2018-11-03 15:18:26,28608.0,46350.671140939594,629.1946308724832,419.46308724832215,209.73154362416108,12,6,882,444,105.0,60.0,73.5,17.64227876437735,90.0,66.0,74.0,11.313708498984761,105,60,73.66666666666667,15.818414023606232,250.22222222222229,240,120,20,10,1682.8235294117646,27834.0,1.0,6538.492965735741,28608.0,27926.0,1.0,2600.7272727272725,8009.641736295179,435.0,429.0,1.0,87.0,171.0005847943217,0,0,0,0,1,0,0,0,0,0,0,0.5,73.66666666666667,695,291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,5.0,0.0,0.0,237885.46255506607,0.0,73.5,74.0,0,12,6,882,444
192.168.50.9,172.217.197.154,60096,443,b8:ca:3a:7b:98:0c,70:f3:5a:42:73:e8,6,2018-11-03 15:18:27,53871.0,20010.766460618885,259.8800839041414,148.50290508808078,111.37717881606058,8,6,682,396,112.0,66.0,85.25,19.967160539245434,66.0,66.0,66.0,0.0,112,66,77.0,17.84856937044055,318.57142857142856,160,120,20,4,4143.923076923077,53732.0,1.0,14314.861381749326,53871.0,53807.0,1.0,7695.857142857143,18824.804612369222,7.0,3.0,1.0,1.4,0.8000000000000002,0,0,0,0,1,0,0,0,0,0,0,0.75,77.0,318,248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,4.0,0.0,0.0,2524590.1639344264,0.0,85.25,66.0,0,8,6,682,396
192.168.50.8,192.168.10.50,59593,21,b8:ca:3a:a4:8b:f5,70:f3:5a:42:73:e8,6,2018-11-03 15:18:33,9029034.0,42.97248188455155,0.6645229157404879,0.6645229157404879,0.0,6,0,388,0,66.0,62.0,64.66666666666667,1.8856180831641267,0.0,0.0,0.0,0.0,66,62,64.66666666666667,1.8856180831641267,3.5555555555555554,120,0,20,0,1805806.8,6021681.0,3.0,2408321.5313081765,9029034.0,6021681.0,3.0,1805806.8,2408321.5313081765,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,64.66666666666667,8192,0,0.0,0.0,0.0,0.0,3014338.0,3007343.0,3010840.5,3497.5,0.0,0.0,0.0,0.0,0.0,0.0,64.66666666666667,0.0,0,6,0,388,0
192.168.50.9,23.194.108.29,37312,443,b8:ca:3a:7b:98:0c,70:f3:5a:42:73:e8,6,2018-11-03 15:18:34,23455.0,53208.27115753571,682.157322532509,426.3483265828182,255.80899594969088,10,6,790,458,112.0,60.0,79.0,21.46625258399798,97.0,66.0,76.33333333333333,14.613540144521982,112,60,78.0,19.22888452302941,369.75,200,120,20,8,1563.6666666666667,22347.0,0.0,5559.295934638566,23455.0,23339.0,0.0,2606.1111111111113,7330.255724574302,934.0,927.0,1.0,186.8,370.10020264787755,0,0,0,0,1,0,0,0,0,0,0,0.6,78.0,1163,252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,4.0,0.0,0.0,1561403.50877193,0.0,79.0,76.33333333333333,0,10,6,790,458
192.168.50.9,52.28.108.167,48208,443,b8:ca:3a:7b:98:0c,70:f3:5a:42:73:e8,6,2018-11-03 15:18:35,100817.0,9383.338127498339,119.02754495769562,79.35169663846375,39.675848319231875,8,4,682,264,112.0,66.0,85.25,19.967160539245434,66.0,66.0,66.0,0.0,112,66,78.83333333333333,18.658480347790622,348.13888888888886,160,80,20,4,9165.181818181818,100522.0,1.0,28889.61907240662,100817.0,100615.0,1.0,14402.42857142857,35196.195962701684,5.0,3.0,1.0,1.6666666666666667,0.9428090415820634,0,0,0,0,1,0,0,0,0,0,0,0.5,78.83333333333333,829,2031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,4.0,0.0,0.0,777777.7777777778,0.0,85.25,66.0,0,8,4,682,264
192.168.50.9,52.28.108.167,48200,443,b8:ca:3a:7b:98:0c,70:f3:5a:42:73:e8,6,2018-11-03 15:18:35,100165.0,9444.4167124245,119.80232616183297,79.86821744122199,39.93410872061099,8,4,682,264,112.0,66.0,85.25,19.967160539245434,66.0,66.0,66.0,0.0,112,66,78.83333333333333,18.658480347790622,348.13888888888886,160,80,20,4,9105.90909090909,99932.0,1.0,28721.76219098285,100165.0,100033.0,1.0,14309.285714285714,34996.58529756576,5.0,2.0,1.0,1.6666666666666667,0.4714045207910317,0,0,0,0,1,0,0,0,0,0,0,0.5,78.83333333333333,1329,739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,4.0,0.0,0.0,1203125.0,0.0,85.25,66.0,0,8,4,682,264
192.168.50.6,54.213.45.184,54560,443,b8:ca:3a:7b:97:d6,70:f3:5a:42:73:e8,6,2018-11-03 15:18:55,1.0,120000000.0,2000000.0,2000000.0,0.0,2,0,120,0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,60.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0,2,0,120,0
34.209.30.112,192.168.50.8,443,59555,70:f3:5a:42:73:e8,b8:ca:3a:a4:8b:f5,6,2018-11-03 15:18:56,135798.0,3446.2952326249283,44.18327221314011,29.45551480876007,14.727757404380036,4,2,290,178,85.0,60.0,72.5,12.5,89.0,89.0,89.0,0.0,89,60,78.0,12.832251036613439,164.66666666666666,80,40,20,4,27159.6,135360.0,2.0,54100.44845137607,135798.0,135789.0,4.0,45266.0,64009.427154651734,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,78.0,119,16312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.5,89.0,0,4,2,290,178
192.168.50.6,192.168.10.50,54808,21,b8:ca:3a:7b:97:d6,70:f3:5a:42:73:e8,6,2018-11-03 15:19:18,9014948.0,43.0396270727241,0.6655612433926408,0.6655612433926408,0.0,6,0,388,0,66.0,62.0,64.66666666666667,1.8856180831641267,0.0,0.0,0.0,0.0,66,62,64.66666666666667,1.8856180831641267,3.5555555555555554,120,0,20,0,1802989.6,6000383.0,3.0,2401594.742470561,9014948.0,6000383.0,3.0,1802989.6,2401594.742470561,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,64.66666666666667,8192,0,0.0,0.0,0.0,0.0,3014556.0,2985827.0,3000191.5,14364.5,0.0,0.0,0.0,0.0,0.0,0.0,64.66666666666667,0.0,0,6,0,388,0
192.168.50.6,4.2.2.4,60512,53,b8:ca:3a:7b:97:d6,70:f3:5a:42:73:e8,17,2018-11-03 15:19:48,21046.0,15965.028984130002,190.0598688586905,95.02993442934525,95.02993442934525,2,2,152,184,76.0,76.0,76.0,0.0,92.0,92.0,92.0,0.0,92,76,84.0,8.0,64.0,16,16,8,2,7015.333333333333,21040.0,3.0,9916.936903880935,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,84.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,92.0,0,2,2,152,184
192.168.50.9,192.168.10.50,46826,22,b8:ca:3a:7b:98:0c,70:f3:5a:42:73:e8,6,2018-11-03 15:20:06,65028406.00000001,15.931499228198826,0.21529053011079496,0.21529053011079496,0.0,14,0,1036,0,74.0,74.0,74.0,0.0,0.0,0.0,0.0,0.0,74,74,74.0,0.0,0.0,280,0,20,0,5002185.076923077,33535939.0,2.0,9400776.516116418,65028406.0,33535939.0,2.0,5002185.076923077,9400776.516116418,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,74.0,29200,0,0.0,0.0,0.0,0.0,17403986.0,983485.0,5589323.166666667,5795360.571406965,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0,14,0,1036,0
192.168.50.8,4.2.2.4,56022,53,b8:ca:3a:a4:8b:f5,70:f3:5a:42:73:e8,17,2018-11-03 15:20:30,21070.0,20692.92833412435,189.84337921214998,94.92168960607499,94.92168960607499,2,2,148,288,74.0,74.0,74.0,0.0,144.0,144.0,144.0,0.0,144,74,109.0,35.0,1225.0,16,16,8,2,7023.333333333333,21064.0,3.0,9928.250612379918,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,109.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,144.0,0,2,2,148,288
192.168.50.8,173.194.208.109,59594,465,b8:ca:3a:a4:8b:f5,70:f3:5a:42:73:e8,6,2018-11-03 15:20:30,1696132.0,8803.560100275214,50.114024144347255,22.403916676296422,27.710107468050836,38,47,4902,10030,416.0,60.0,129.0,80.75368657056372,2787.0,60.0,213.40425531914894,467.0123083518303,2787,60,175.6705882352941,353.93945604681153,125273.13854671281,760,940,20,36,20192.04761904762,508546.0,1.0,65197.99865061313,1643321.0,561699.0,1.0,44414.08108108108,107459.75766376728,1643262.0,508546.00000000006,1.0,35723.086956521736,84860.6962758804,0,0,0,0,1,0,0,0,0,0,0,1.236842105263158,175.6705882352941,8192,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,4.5,938.8571428571429,4.714285714285714,116925.0645994832,8031.716235505759,129.0,213.40425531914894,0,38,47,4902,10030
192.168.50.8,74.208.236.171,59595,80,b8:ca:3a:a4:8b:f5,70:f3:5a:42:73:e8,6,2018-11-03 15:20:40,15725997.0,1679.3847792289419,2.7343258427430706,1.271779461740963,1.4625463810021075,20,23,2028,24382,468.0,60.0,101.4,122.21309258831481,2974.0,60.0,1060.0869565217392,995.0675709214086,2974,60,614.1860465116279,874.7679361584313,765218.9421308815,400,460,20,18,374428.5,9796869.0,1.0,1653526.7463638533,15671250.0,9796869.0,1.0,824802.6315789474,2388584.137739678,15670833.0,10058574.0,2.0,712310.5909090909,2283414.946982174,0,0,0,0,1,0,0,0,0,0,0,1.15,614.1860465116279,8192,1892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,4.0,8772.0,7.0,3375000.0,15538.892402204354,101.4,1060.0869565217392,0,20,23,2028,24382
192.168.50.8,74.208.236.171,59596,80,b8:ca:3a:a4:8b:f5,70:f3:5a:42:73:e8,6,2018-11-03 15:20:40,5439544.0,136.77617094374088,2.206067273286143,1.4707115155240955,0.7353557577620478,8,4,492,252,66.0,60.0,61.5,2.598076211353316,66.0,60.0,63.0,3.0,66,60,62.0,2.8284271247461903,8.0,160,80,20,6,494504.0,5329496.0,1.0,1529101.731708165,5439544.0,5329496.0,1.0,777077.7142857143,1858672.0996868946,5384622.0,5384616.0,3.0,1794874.0,2538330.9109101593,0,0,0,0,1,0,0,0,0,0,0,0.5,62.0,8192,1825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,63.0,0,8,4,492,252
192.168.50.8,4.2.2.4,56770,53,b8:ca:3a:a4:8b:f5,70:f3:5a:42:73:e8,17,2018-11-03 15:20:40,21273.0,21999.717952333944,188.03177737037558,94.01588868518779,94.01588868518779,2,2,178,290,89.0,89.0,89.0,0.0,145.0,145.0,145.0,0.0,145,89,117.0,28.0,784.0,16,16,8,2,7091.0,21269.0,2.0,10025.35994366287,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,117.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,145.0,0,2,2,178,290
192.168.50.8,4.2.2.4,62834,53,b8:ca:3a:a4:8b:f5,70:f3:5a:42:73:e8,17,2018-11-03 15:20:40,21275.0,20117.50881316099,188.01410105757932,94.00705052878966,94.00705052878966,2,2,158,270,79.0,79.0,79.0,0.0,135.0,135.0,135.0,0.0,135,79,107.0,28.0,784.0,16,16,8,2,7091.666666666667,21272.0,1.0,10027.009867796525,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,107.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,135.0,0,2,2,158,270
192.168.50.8,4.2.2.4,65283,53,b8:ca:3a:a4:8b:f5,70:f3:5a:42:73:e8,17,2018-11-03 15:20:40,21094.0,20479.75727695079,189.6273821939888,94.8136910969944,94.8136910969944,2,2,160,272,80.0,80.0,80.0,0.0,136.0,136.0,136.0,0.0,136,80,108.0,28.0,784.0,16,16,8,2,7031.333333333333,21092.0,1.0,9942.39274800365,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,108.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,136.0,0,2,2,160,272
192.168.50.8,4.2.2.4,64535,53,b8:ca:3a:a4:8b:f5,70:f3:5a:42:73:e8,17,2018-11-03 15:20:40,21219.0,17908.47825062444,188.51029737499414,94.25514868749707,94.25514868749707,2,2,174,206,87.0,87.0,87.0,0.0,103.0,103.0,103.0,0.0,103,87,95.0,8.0,64.0,16,16,8,2,7073.0,21214.0,2.0,9999.19700109297,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,95.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,103.0,0,2,2,174,206
192.168.50.8,172.217.9.226,59597,443,b8:ca:3a:a4:8b:f5,70:f3:5a:42:73:e8,6,2018-11-03 15:20:40,1145668.0,12900.77055482042,47.13407374562264,20.948477220276732,26.185596525345915,24,30,3634,11146,571.0,60.0,151.41666666666666,147.98843329425748,1484.0,60.0,371.53333333333336,462.89521732485235,1484,60,273.7037037037037,375.1491372394022,140736.8751714678,480,600,20,22,21616.377358490565,777815.0,1.0,106501.84626767575,1059105.0,858093.0,1.0,46048.04347826087,174115.8892767983,1105528.0,817899.0,1.0,38121.65517241379,149124.6995211068,0,0,0,0,1,0,0,0,0,0,0,1.25,273.7037037037037,8192,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.5,4.0,2130.5,5.5,1313146.23338257,256485.88454824535,151.41666666666666,371.53333333333336,0,24,30,3634,11146
192.168.50.8,172.217.9.226,59598,80,b8:ca:3a:a4:8b:f5,70:f3:5a:42:73:e8,6,2018-11-03 15:20:40,5402823.0,137.70578825180837,2.2210611008356187,1.4807074005570793,0.7403537002785396,8,4,492,252,66.0,60.0,61.5,2.598076211353316,66.0,60.0,63.0,3.0,66,60,62.0,2.8284271247461903,8.0,160,80,20,6,491165.7272727273,5322105.0,1.0,1527754.127912371,5402823.0,5322105.0,1.0,771831.8571428572,1857724.7135213877,5362325.0,5362320.0,2.0,1787441.6666666667,2527820.711416896,0,0,0,0,1,0,0,0,0,0,0,0.5,62.0,8192,238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,63.0,0,8,4,492,252
192.168.50.8,172.217.9.226,59599,443,b8:ca:3a:a4:8b:f5,70:f3:5a:42:73:e8,6,2018-11-03 15:20:40,2552431.0,6313.980671759589,26.64126865721346,11.753500878182408,14.88776777903105,30,38,6678,9438,1096.0,60.0,222.6,288.1159026040272,1484.0,60.0,248.3684210526316,383.57421714109205,1484,60,237.0,344.9715248265811,119005.35294117648,600,760,20,28,38095.985074626864,1744079.0,1.0,212142.96744423217,2472231.0,1744079.0,1.0,85249.3448275862,318808.31331535964,2512163.0,1916475.0,1.0,67896.2972972973,310427.81854688295,0,0,0,0,1,0,0,0,0,0,0,1.2666666666666666,237.0,8192,262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.8,4.4,1467.6,6.4,300015.84032947884,48154.97791748423,222.6,248.3684210526316,0,30,38,6678,9438
192.168.50.8,172.217.9.226,59600,443,b8:ca:3a:a4:8b:f5,70:f3:5a:42:73:e8,6,2018-11-03 15:20:40,1149650.0,12685.599965206802,46.97081720523637,20.875918757882832,26.09489844735354,24,30,3632,10952,571.0,60.0,151.33333333333334,147.8993651853253,1484.0,60.0,365.06666666666666,463.27579498849525,1484,60,270.0740740740741,374.4825492572608,140237.17969821676,480,600,20,22,21691.509433962263,773932.0,1.0,106036.66193592695,1060052.0,854999.0,1.0,46089.217391304344,173488.41495739997,1108751.0,815028.0,1.0,38232.793103448275,148651.27777090488,0,0,0,0,1,0,0,0,0,0,0,1.25,270.0740740740741,8192,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.5,4.0,2081.5,5.5,741451.2093411176,248648.64864864864,151.33333333333334,365.06666666666666,0,24,30,3632,10952
